gene_id	symbol	gene_type	ncbi_ortholog_count	has_ncbi_ortholog
124904218	LOC124904218	ncRNA	0	false
124904219	LOC124904219	ncRNA	0	false
124904221	LOC124904221	ncRNA	0	false
124904222	LOC124904222	ncRNA	0	false
124904223	LOC124904223	ncRNA	0	false
124904224	LOC124904224	ncRNA	0	false
124904225	LOC124904225	ncRNA	0	false
124904226	LOC124904226	ncRNA	0	false
124904227	LOC124904227	ncRNA	0	false
124904228	LOC124904228	protein-coding	0	false
124904229	LOC124904229	ncRNA	0	false
124904230	LOC124904230	ncRNA	0	false
124904231	LOC124904231	ncRNA	0	false
124904232	LOC124904232	ncRNA	0	false
124904233	LOC124904233	ncRNA	0	false
124904234	LOC124904234	ncRNA	0	false
124904235	LOC124904235	ncRNA	0	false
124904236	LOC124904236	ncRNA	0	false
124904237	LOC124904237	ncRNA	0	false
124904238	LOC124904238	ncRNA	0	false
124904239	LOC124904239	ncRNA	0	false
124904240	LOC124904240	ncRNA	0	false
124904241	LOC124904241	ncRNA	0	false
124904242	LOC124904242	ncRNA	0	false
124904243	LOC124904243	ncRNA	0	false
124904244	LOC124904244	ncRNA	0	false
124904245	LOC124904245	ncRNA	0	false
124904246	LOC124904246	ncRNA	0	false
124904247	LOC124904247	ncRNA	0	false
124904248	LOC124904248	protein-coding	0	false
124904249	LOC124904249	ncRNA	0	false
124904250	LOC124904250	ncRNA	0	false
124904251	LOC124904251	ncRNA	0	false
124904252	LOC124904252	ncRNA	0	false
124904253	LOC124904253	protein-coding	0	false
124904254	LOC124904254	ncRNA	0	false
124904255	LOC124904255	ncRNA	0	false
124904256	LDLRAD4-AS3	ncRNA	0	false
124904257	LOC124904257	ncRNA	0	false
124904258	LOC124904258	ncRNA	0	false
124904259	LOC124904259	ncRNA	0	false
124904260	LOC124904260	ncRNA	0	false
124904261	LOC124904261	ncRNA	0	false
124904262	LOC124904262	ncRNA	0	false
124904263	LOC124904263	ncRNA	0	false
124904264	LOC124904264	ncRNA	0	false
124904265	LOC124904265	ncRNA	0	false
124904266	LOC124904266	ncRNA	0	false
124904267	LOC124904267	ncRNA	0	false
124904268	LOC124904268	ncRNA	0	false
124904269	LOC124904269	ncRNA	0	false
124904270	LOC124904270	ncRNA	0	false
124904271	LOC124904271	ncRNA	0	false
124904272	LOC124904272	ncRNA	0	false
124904273	LOC124904273	ncRNA	0	false
124904274	LOC124904274	ncRNA	0	false
124904275	LOC124904275	ncRNA	0	false
124904276	LOC124904276	protein-coding	0	false
124904277	LOC124904277	ncRNA	0	false
124904278	LOC124904278	ncRNA	0	false
124904279	LOC124904279	ncRNA	0	false
124904280	LOC124904280	ncRNA	0	false
124904281	LOC124904281	ncRNA	0	false
124904282	LOC124904282	ncRNA	0	false
124904283	LOC124904283	ncRNA	0	false
124904284	LOC124904284	ncRNA	0	false
124904285	LOC124904285	ncRNA	0	false
124904286	LOC124904286	ncRNA	0	false
124904287	LOC124904287	ncRNA	0	false
124904288	LOC124904288	ncRNA	0	false
124904289	LOC124904289	ncRNA	0	false
124904290	LOC124904290	ncRNA	0	false
124904291	LOC124904291	ncRNA	0	false
124904292	LOC124904292	ncRNA	0	false
124904293	LOC124904293	ncRNA	0	false
124904294	LOC124904294	ncRNA	0	false
124904295	LOC124904295	ncRNA	0	false
124904296	LOC124904296	ncRNA	0	false
124904297	LOC124904297	ncRNA	0	false
124904298	LOC124904298	ncRNA	0	false
124904299	LOC124904299	ncRNA	0	false
124904300	LOC124904300	ncRNA	0	false
124904301	LOC124904301	ncRNA	0	false
124904302	LOC124904302	ncRNA	0	false
124904303	LOC124904303	ncRNA	0	false
124904304	LOC124904304	protein-coding	0	false
124904305	LOC124904305	ncRNA	0	false
124904306	LOC124904306	ncRNA	0	false
124904307	LOC124904307	ncRNA	0	false
124904308	LOC124904308	ncRNA	0	false
124904309	LOC124904309	ncRNA	0	false
124904310	LOC124904310	ncRNA	0	false
124904311	LINC01897	ncRNA	0	false
124904312	LOC124904312	ncRNA	0	false
124904313	LOC124904313	ncRNA	0	false
124904314	LOC124904314	ncRNA	0	false
124904315	LOC124904315	ncRNA	0	false
124904316	LOC124904316	ncRNA	0	false
124904317	LOC124904317	ncRNA	0	false
124904318	LOC124904318	ncRNA	0	false
124904319	LOC124904319	ncRNA	0	false
124904320	LOC124904320	ncRNA	0	false
124904321	LOC124904321	ncRNA	0	false
124904322	LOC124904322	ncRNA	0	false
124904323	LOC124904323	ncRNA	0	false
124904324	LOC124904324	ncRNA	0	false
124904325	LOC124904325	ncRNA	0	false
124904326	LOC124904326	ncRNA	0	false
124904327	LOC124904327	ncRNA	0	false
124904328	LOC124904328	ncRNA	0	false
124904329	LOC124904329	ncRNA	0	false
124904330	LOC124904330	ncRNA	0	false
124904331	LOC124904331	protein-coding	1	true
124904332	LOC124904332	ncRNA	0	false
124904333	LOC124904333	protein-coding	0	false
124904334	LOC124904334	ncRNA	0	false
124904335	LOC124904335	ncRNA	0	false
124904336	LOC124904336	ncRNA	0	false
124904337	LOC124904337	ncRNA	0	false
124904338	LOC124904338	ncRNA	0	false
124904339	LOC124904339	ncRNA	0	false
124904340	LOC124904340	ncRNA	0	false
124904341	LOC124904341	ncRNA	0	false
124904342	LOC124904342	ncRNA	0	false
124904343	LOC124904343	ncRNA	0	false
124904344	LOC124904344	ncRNA	0	false
124904345	LOC124904345	ncRNA	0	false
124904346	LOC124904346	ncRNA	0	false
124904347	LOC124904347	ncRNA	0	false
124904348	LOC124904348	ncRNA	0	false
124904349	LOC124904349	ncRNA	0	false
124904350	LOC124904350	ncRNA	0	false
124904351	LOC124904351	ncRNA	0	false
124904352	LOC124904352	ncRNA	0	false
124904353	LOC124904353	ncRNA	0	false
124904354	LOC124904354	ncRNA	0	false
124904355	LOC124904355	ncRNA	0	false
124904356	LOC124904356	ncRNA	0	false
124904357	LOC124904357	ncRNA	0	false
124904358	LOC124904358	ncRNA	0	false
124904359	LOC124904359	ncRNA	0	false
124904360	LOC124904360	ncRNA	0	false
124904361	LOC124904361	pseudo	0	false
124904362	LOC124904362	snoRNA	0	false
124904363	LOC124904363	snoRNA	0	false
124904364	LOC124904364	snRNA	0	false
124904365	LOC124904365	snoRNA	0	false
124904366	LOC124904366	snoRNA	0	false
124904367	LOC124904367	snoRNA	0	false
124904368	LOC124904368	snoRNA	0	false
124904369	LOC124904369	snoRNA	0	false
124904370	LOC124904370	snoRNA	0	false
124904371	LOC124904371	snoRNA	0	false
124904372	LOC124904372	pseudo	0	false
124904373	LOC124904373	snoRNA	0	false
124904374	LOC124904374	pseudo	0	false
124904375	LOC124904375	ncRNA	0	false
124904376	LOC124904376	pseudo	0	false
124904377	LOC124904377	pseudo	0	false
124904378	LOC124904378	snoRNA	0	false
124904379	LOC124904379	pseudo	0	false
124904380	LOC124904380	snoRNA	0	false
124904381	LOC124904381	snoRNA	0	false
124904382	LOC124904382	pseudo	0	false
124904383	LOC124904383	pseudo	0	false
124904384	LOC124904384	ncRNA	0	false
124904385	LOC124904385	ncRNA	0	false
124904386	LOC124904386	ncRNA	0	false
124904387	LOC124904387	ncRNA	0	false
124904388	LOC124904388	ncRNA	0	false
124904389	LOC124904389	ncRNA	0	false
124904390	LOC124904390	ncRNA	0	false
124904391	LOC124904391	pseudo	0	false
124904392	LOC124904392	ncRNA	0	false
124904393	LOC124904393	ncRNA	0	false
124904394	LOC124904394	protein-coding	6	true
124904395	LOC124904395	protein-coding	0	false
124904396	LOC124904396	protein-coding	0	false
124904397	LOC124904397	pseudo	0	false
124904400	LOC124904400	ncRNA	0	false
124904401	LOC124904401	ncRNA	0	false
124904402	LOC124904402	ncRNA	0	false
124904403	LOC124904403	ncRNA	0	false
124904404	LOC124904404	ncRNA	0	false
124904405	LOC124904405	ncRNA	0	false
124904406	LOC124904406	ncRNA	0	false
124904407	LOC124904407	ncRNA	0	false
124904408	LOC124904408	ncRNA	0	false
124904409	LOC124904409	protein-coding	0	false
124904410	LOC124904410	ncRNA	0	false
124904411	LOC124904411	protein-coding	0	false
124904412	LOC124904412	ncRNA	0	false
124904413	LOC124904413	ncRNA	0	false
124904414	LOC124904414	protein-coding	0	false
124904416	LOC124904416	ncRNA	0	false
124904417	LOC124904417	protein-coding	0	false
124904418	LOC124904418	ncRNA	0	false
124904419	LOC124904419	ncRNA	0	false
124904420	LOC124904420	ncRNA	0	false
124904421	LOC124904421	ncRNA	0	false
124904422	LOC124904422	ncRNA	0	false
124904423	LOC124904423	ncRNA	0	false
124904424	LOC124904424	ncRNA	0	false
124904425	LOC124904425	ncRNA	0	false
124904426	LOC124904426	ncRNA	0	false
124904427	LOC124904427	ncRNA	0	false
124904428	LOC124904428	ncRNA	0	false
124904429	LOC124904429	ncRNA	0	false
124904430	LOC124904430	pseudo	0	false
124904431	LOC124904431	ncRNA	0	false
124904432	LOC124904432	ncRNA	0	false
124904433	LOC124904433	ncRNA	0	false
124904434	LOC124904434	ncRNA	0	false
124904435	LOC124904435	ncRNA	0	false
124904436	LOC124904436	ncRNA	0	false
124904437	LOC124904437	ncRNA	0	false
124904438	LOC124904438	ncRNA	0	false
124904439	LOC124904439	protein-coding	4	true
124904440	LOC124904440	ncRNA	0	false
124904441	LOC124904441	ncRNA	0	false
124904442	LOC124904442	ncRNA	0	false
124904443	LOC124904443	ncRNA	0	false
124904444	LOC124904444	ncRNA	0	false
124904445	LOC124904445	ncRNA	0	false
124904446	LOC124904446	ncRNA	0	false
124904447	LOC124904447	ncRNA	0	false
124904448	LOC124904448	ncRNA	0	false
124904449	LOC124904449	ncRNA	0	false
124904451	LOC124904451	ncRNA	0	false
124904452	LOC124904452	ncRNA	0	false
124904453	LOC124904453	ncRNA	0	false
124904454	LOC124904454	ncRNA	0	false
124904455	LOC124904455	ncRNA	0	false
124904456	LOC124904456	ncRNA	0	false
124904457	LOC124904457	ncRNA	0	false
124904458	LOC124904458	ncRNA	0	false
124904459	LOC124904459	ncRNA	0	false
124904460	LOC124904460	ncRNA	0	false
124904462	LOC124904462	ncRNA	0	false
124904463	LOC124904463	ncRNA	0	false
124904464	LOC124904464	ncRNA	0	false
124904465	LOC124904465	ncRNA	0	false
124904466	LOC124904466	ncRNA	0	false
124904467	LOC124904467	ncRNA	0	false
124904468	LOC124904468	ncRNA	0	false
124904469	LOC124904469	ncRNA	0	false
124904470	CBSLR	ncRNA	0	false
124904471	LOC124904471	ncRNA	0	false
124904472	LOC124904472	ncRNA	0	false
124904473	LOC124904473	ncRNA	0	false
124904474	LOC124904474	ncRNA	0	false
124904475	LOC124904475	ncRNA	0	false
124904476	LOC124904476	ncRNA	0	false
124904477	LOC124904477	ncRNA	0	false
124904478	LOC124904478	ncRNA	0	false
124904479	LOC124904479	ncRNA	0	false
124904480	LOC124904480	ncRNA	0	false
124904481	LOC124904481	ncRNA	0	false
124904482	LOC124904482	ncRNA	0	false
124904483	LOC124904483	ncRNA	0	false
124904484	LOC124904484	ncRNA	0	false
124904485	LOC124904485	ncRNA	0	false
124904486	LOC124904486	ncRNA	0	false
124904487	LOC124904487	ncRNA	0	false
124904488	LOC124904488	ncRNA	0	false
124904489	LOC124904489	pseudo	0	false
124904490	LOC124904490	ncRNA	0	false
124904491	LOC124904491	ncRNA	0	false
124904493	LOC124904493	ncRNA	0	false
124904494	LOC124904494	ncRNA	0	false
124904495	LOC124904495	ncRNA	0	false
124904496	LOC124904496	ncRNA	0	false
124904497	LINC02942	ncRNA	0	false
124904498	LOC124904498	ncRNA	0	false
124904499	LOC124904499	ncRNA	0	false
124904500	LOC124904500	ncRNA	0	false
124904501	LOC124904501	ncRNA	0	false
124904502	LOC124904502	ncRNA	0	false
124904503	LOC124904503	ncRNA	0	false
124904504	LOC124904504	ncRNA	0	false
124904505	LOC124904505	pseudo	0	false
124904506	LOC124904506	ncRNA	0	false
124904507	LOC124904507	ncRNA	0	false
124904508	LOC124904508	ncRNA	0	false
124904509	LOC124904509	ncRNA	0	false
124904510	LOC124904510	ncRNA	0	false
124904511	LOC124904511	ncRNA	0	false
124904512	LOC124904512	ncRNA	0	false
124904513	LOC124904513	ncRNA	0	false
124904514	LOC124904514	ncRNA	0	false
124904515	LOC124904515	ncRNA	0	false
124904516	LOC124904516	ncRNA	0	false
124904517	LOC124904517	ncRNA	0	false
124904518	LOC124904518	ncRNA	0	false
124904519	LOC124904519	ncRNA	0	false
124904520	LOC124904520	ncRNA	0	false
124904521	LOC124904521	ncRNA	0	false
124904522	LOC124904522	ncRNA	0	false
124904523	LOC124904523	ncRNA	0	false
124904524	LOC124904524	ncRNA	0	false
124904525	LOC124904525	ncRNA	0	false
124904526	LOC124904526	ncRNA	0	false
124904527	LOC124904527	ncRNA	0	false
124904528	LOC124904528	ncRNA	0	false
124904529	LOC124904529	ncRNA	0	false
124904530	LOC124904530	ncRNA	0	false
124904531	LOC124904531	ncRNA	0	false
124904532	LOC124904532	protein-coding	0	false
124904533	LOC124904533	ncRNA	0	false
124904534	LOC124904534	ncRNA	0	false
124904535	LOC124904535	ncRNA	0	false
124904536	LOC124904536	ncRNA	0	false
124904537	LOC124904537	ncRNA	0	false
124904538	LOC124904538	ncRNA	0	false
124904539	LOC124904539	ncRNA	0	false
124904540	LOC124904540	ncRNA	0	false
124904541	LOC124904541	ncRNA	0	false
124904542	LOC124904542	protein-coding	0	false
124904543	LOC124904543	ncRNA	0	false
124904544	LOC124904544	ncRNA	0	false
124904545	LOC124904545	ncRNA	0	false
124904546	LOC124904546	ncRNA	0	false
124904547	LOC124904547	ncRNA	0	false
124904548	LOC124904548	ncRNA	0	false
124904549	LOC124904549	ncRNA	0	false
124904550	LOC124904550	ncRNA	0	false
124904551	LOC124904551	ncRNA	0	false
124904552	LOC124904552	ncRNA	0	false
124904553	LOC124904553	ncRNA	0	false
124904554	LOC124904554	ncRNA	0	false
124904555	LOC124904555	ncRNA	0	false
124904556	LOC124904556	ncRNA	0	false
124904557	LOC124904557	ncRNA	0	false
124904559	LOC124904559	ncRNA	0	false
124904560	LOC124904560	ncRNA	0	false
124904561	LOC124904561	ncRNA	0	false
124904562	LOC124904562	ncRNA	0	false
124904563	LOC124904563	ncRNA	0	false
124904564	LOC124904564	ncRNA	0	false
124904565	LOC124904565	ncRNA	0	false
124904566	LOC124904566	ncRNA	0	false
124904567	LOC124904567	ncRNA	0	false
124904568	LOC124904568	ncRNA	0	false
124904569	LOC124904569	ncRNA	0	false
124904570	LOC124904570	ncRNA	0	false
124904571	LOC124904571	ncRNA	0	false
124904572	LOC124904572	ncRNA	0	false
124904573	LOC124904573	protein-coding	0	false
124904574	LOC124904574	ncRNA	0	false
124904575	LOC124904575	ncRNA	0	false
124904576	LOC124904576	ncRNA	0	false
124904577	LOC124904577	ncRNA	0	false
124904578	LOC124904578	ncRNA	0	false
124904579	LOC124904579	protein-coding	0	false
124904580	LOC124904580	pseudo	0	false
124904581	LOC124904581	protein-coding	0	false
124904582	LOC124904582	pseudo	0	false
124904583	LOC124904583	protein-coding	1	true
124904584	LOC124904584	ncRNA	0	false
124904585	LOC124904585	pseudo	0	false
124904586	LOC124904586	pseudo	0	false
124904587	LOC124904587	pseudo	0	false
124904588	LOC124904588	protein-coding	0	false
124904589	LOC124904589	ncRNA	0	false
124904590	LOC124904590	ncRNA	0	false
124904591	LOC124904591	ncRNA	0	false
124904592	LOC124904592	ncRNA	0	false
124904593	LOC124904593	ncRNA	0	false
124904594	LOC124904594	ncRNA	0	false
124904595	LOC124904595	ncRNA	0	false
124904596	LOC124904596	ncRNA	0	false
124904597	LOC124904597	ncRNA	0	false
124904598	LOC124904598	ncRNA	0	false
124904599	LOC124904599	ncRNA	0	false
124904600	LOC124904600	ncRNA	0	false
124904601	LOC124904601	ncRNA	0	false
124904602	LOC124904602	ncRNA	0	false
124904603	LOC124904603	ncRNA	0	false
124904604	LOC124904604	ncRNA	0	false
124904605	LOC124904605	protein-coding	2	true
124904606	LOC124904606	ncRNA	0	false
124904607	LOC124904607	protein-coding	0	false
124904608	LOC124904608	ncRNA	0	false
124904609	LOC124904609	ncRNA	0	false
124904610	LOC124904610	ncRNA	0	false
124904611	DOT1L-AS1	ncRNA	0	false
124904612	LOC124904612	ncRNA	0	false
124904613	LOC124904613	snRNA	0	false
124904614	LOC124904614	ncRNA	0	false
124904615	LOC124904615	ncRNA	0	false
124904616	RNVU1-28	snRNA	0	false
124904617	LOC124904617	ncRNA	0	false
124904618	LOC124904618	ncRNA	0	false
124904619	RNVU1-31	snRNA	0	false
124904620	LOC124904620	ncRNA	0	false
124904621	RNVU1-27	snRNA	0	false
124904622	LOC124904622	ncRNA	0	false
124904623	LOC124904623	ncRNA	0	false
124904624	RNVU1-26	snRNA	0	false
124904625	LOC124904625	ncRNA	0	false
124904626	LOC124904626	ncRNA	0	false
124904627	RNVU1-30	snRNA	0	false
124904628	LOC124904628	ncRNA	0	false
124904629	LOC124904629	ncRNA	0	false
124904630	LOC124904630	ncRNA	0	false
124904631	LOC124904631	snRNA	0	false
124904632	LOC124904632	ncRNA	0	false
124904633	LOC124904633	ncRNA	0	false
124904634	LOC124904634	snRNA	0	false
124904635	ZNF846-DT	ncRNA	0	false
124904636	LOC124904636	ncRNA	0	false
124904637	LOC124904637	ncRNA	0	false
124904638	LOC124904638	ncRNA	0	false
124904639	LOC124904639	ncRNA	0	false
124904640	LOC124904640	pseudo	0	false
124904641	LOC124904641	pseudo	0	false
124904642	LOC124904642	ncRNA	0	false
124904643	LOC124904643	ncRNA	0	false
124904644	LOC124904644	ncRNA	0	false
124904645	LOC124904645	pseudo	0	false
124904647	LOC124904647	ncRNA	0	false
124904648	LOC124904648	ncRNA	0	false
124904649	FCHO1-AS1	ncRNA	0	false
124904650	LOC124904650	ncRNA	0	false
124904651	LOC124904651	snRNA	0	false
124904652	LOC124904652	ncRNA	0	false
124904653	LOC124904653	ncRNA	0	false
124904654	LOC124904654	ncRNA	0	false
124904655	LOC124904655	ncRNA	0	false
124904656	LOC124904656	ncRNA	0	false
124904657	LOC124904657	pseudo	0	false
124904658	LOC124904658	pseudo	0	false
124904659	LOC124904659	pseudo	0	false
124904660	LOC124904660	protein-coding	8	true
124904661	LOC124904661	pseudo	0	false
124904662	LOC124904662	ncRNA	0	false
124904663	LOC124904663	ncRNA	0	false
124904664	LOC124904664	ncRNA	0	false
124904665	LOC124904665	ncRNA	0	false
124904666	LOC124904666	snoRNA	0	false
124904667	LOC124904667	ncRNA	0	false
124904668	LOC124904668	snoRNA	0	false
124904669	LOC124904669	snoRNA	0	false
124904670	LOC124904670	ncRNA	0	false
124904671	LOC124904671	pseudo	0	false
124904672	LOC124904672	ncRNA	0	false
124904673	LOC124904673	pseudo	0	false
124904674	LOC124904674	ncRNA	0	false
124904675	LOC124904675	ncRNA	0	false
124904676	LOC124904676	pseudo	0	false
124904677	LOC124904677	ncRNA	0	false
124904678	LOC124904678	ncRNA	0	false
124904679	LOC124904679	ncRNA	0	false
124904680	LOC124904680	pseudo	0	false
124904681	LOC124904681	ncRNA	0	false
124904682	LOC124904682	ncRNA	0	false
124904683	LOC124904683	ncRNA	0	false
124904684	LOC124904684	pseudo	0	false
124904685	ZNF536-AS1	ncRNA	0	false
124904686	LOC124904686	pseudo	0	false
124904687	LOC124904687	pseudo	0	false
124904688	LOC124904688	ncRNA	0	false
124904689	LOC124904689	ncRNA	0	false
124904690	LOC124904690	ncRNA	0	false
124904691	LOC124904691	ncRNA	0	false
124904692	LOC124904692	ncRNA	0	false
124904693	LOC124904693	ncRNA	0	false
124904694	LOC124904694	snRNA	0	false
124904695	LOC124904695	ncRNA	0	false
124904696	LOC124904696	ncRNA	0	false
124904697	LOC124904697	snRNA	0	false
124904698	LOC124904698	ncRNA	0	false
124904699	LOC124904699	ncRNA	0	false
124904700	LOC124904700	ncRNA	0	false
124904701	LOC124904701	protein-coding	1	true
124904702	LOC124904702	pseudo	0	false
124904703	LOC124904703	ncRNA	0	false
124904704	LOC124904704	ncRNA	0	false
124904705	LOC124904705	ncRNA	0	false
124904706	LOC124904706	snRNA	0	false
124904707	LOC124904707	ncRNA	0	false
124904708	LOC124904708	protein-coding	0	false
124904709	LOC124904709	pseudo	0	false
124904710	LOC124904710	ncRNA	0	false
124904711	LOC124904711	ncRNA	0	false
124904712	LOC124904712	ncRNA	0	false
124904713	LOC124904713	ncRNA	0	false
124904714	PAK4-AS1	ncRNA	0	false
124904715	LOC124904715	pseudo	0	false
124904716	LOC124904716	ncRNA	0	false
124904717	LOC124904717	ncRNA	0	false
124904718	LOC124904718	ncRNA	0	false
124904719	LOC124904719	ncRNA	0	false
124904720	LOC124904720	ncRNA	0	false
124904721	LOC124904721	pseudo	0	false
124904722	LOC124904722	ncRNA	0	false
124904723	LOC124904723	pseudo	0	false
124904724	LOC124904724	ncRNA	0	false
124904725	LOC124904725	pseudo	0	false
124904726	LOC124904726	ncRNA	0	false
124904727	LOC124904727	snRNA	0	false
124904728	LOC124904728	ncRNA	0	false
124904729	LOC124904729	ncRNA	0	false
124904730	LOC124904730	ncRNA	0	false
124904731	LOC124904731	ncRNA	0	false
124904732	LOC124904732	snRNA	0	false
124904733	LOC124904733	ncRNA	0	false
124904734	LOC124904734	ncRNA	0	false
124904735	LOC124904735	ncRNA	0	false
124904736	LOC124904736	pseudo	0	false
124904737	LOC124904737	ncRNA	0	false
124904738	LOC124904738	ncRNA	0	false
124904739	LOC124904739	pseudo	0	false
124904740	LOC124904740	ncRNA	0	false
124904741	LOC124904741	snRNA	0	false
124904742	LOC124904742	ncRNA	0	false
124904743	LOC124904743	ncRNA	0	false
124904744	ZNF473-AS1	ncRNA	0	false
124904745	LOC124904745	ncRNA	0	false
124904746	LOC124904746	ncRNA	0	false
124904747	LOC124904747	ncRNA	0	false
124904748	LOC124904748	snRNA	0	false
124904749	LOC124904749	ncRNA	0	false
124904750	LOC124904750	pseudo	0	false
124904751	LOC124904751	ncRNA	0	false
124904752	LOC124904752	ncRNA	0	false
124904753	LOC124904753	ncRNA	0	false
124904754	LOC124904754	ncRNA	0	false
124904755	LOC124904755	ncRNA	0	false
124904756	LOC124904756	snRNA	0	false
124904757	LOC124904757	pseudo	0	false
124904758	LOC124904758	ncRNA	0	false
124904759	LOC124904759	pseudo	0	false
124904760	LOC124904760	ncRNA	0	false
124904761	LOC124904761	ncRNA	0	false
124904762	LOC124904762	ncRNA	0	false
124904763	LOC124904763	ncRNA	0	false
124904764	LOC124904764	pseudo	0	false
124904765	LOC124904765	ncRNA	0	false
124904766	LOC124904766	ncRNA	0	false
124904767	LOC124904767	ncRNA	0	false
124904768	LOC124904768	ncRNA	0	false
124904769	LOC124904769	snRNA	0	false
124904770	LOC124904770	protein-coding	1	true
124904771	LOC124904771	ncRNA	0	false
124904772	LOC124904772	ncRNA	0	false
124904773	LOC124904773	ncRNA	0	false
124904774	LOC124904774	protein-coding	0	false
124904775	LOC124904775	ncRNA	0	false
124904776	LOC124904776	ncRNA	0	false
124904777	LOC124904777	ncRNA	0	false
124904778	LOC124904778	snoRNA	0	false
124904779	LOC124904779	protein-coding	0	false
124904780	LOC124904780	ncRNA	0	false
124904781	LOC124904781	ncRNA	0	false
124904782	LOC124904782	ncRNA	0	false
124904783	LOC124904783	ncRNA	0	false
124904784	LOC124904784	ncRNA	0	false
124904788	LOC124904788	ncRNA	0	false
124904789	LOC124904789	protein-coding	0	false
124904790	LOC124904790	protein-coding	0	false
124904791	LOC124904791	protein-coding	2	true
124904792	LOC124904792	protein-coding	0	false
124904793	LOC124904793	pseudo	0	false
124904794	LOC124904794	ncRNA	0	false
124904795	LOC124904795	snoRNA	0	false
124904796	LOC124904796	snoRNA	0	false
124904797	LOC124904797	snoRNA	0	false
124904798	LOC124904798	snoRNA	0	false
124904799	LOC124904799	pseudo	0	false
124904800	LOC124904800	pseudo	0	false
124904801	LOC124904801	pseudo	0	false
124904802	LOC124904802	snoRNA	0	false
124904803	LOC124904803	pseudo	0	false
124904804	LOC124904804	snoRNA	0	false
124904805	LOC124904805	pseudo	0	false
124904806	LOC124904806	snoRNA	0	false
124904807	LOC124904807	snoRNA	0	false
124904808	LOC124904808	snoRNA	0	false
124904809	LOC124904809	ncRNA	0	false
124904810	LOC124904810	snoRNA	0	false
124904811	LOC124904811	snoRNA	0	false
124904812	LOC124904812	snoRNA	0	false
124904813	LOC124904813	snoRNA	0	false
124904814	LOC124904814	snoRNA	0	false
124904815	LOC124904815	snoRNA	0	false
124904816	LOC124904816	snoRNA	0	false
124904817	LOC124904817	snoRNA	0	false
124904818	LOC124904818	snoRNA	0	false
124904819	LOC124904819	snoRNA	0	false
124904820	LOC124904820	snoRNA	0	false
124904821	LOC124904821	snoRNA	0	false
124904822	LOC124904822	snoRNA	0	false
124904823	LOC124904823	snoRNA	0	false
124904824	LOC124904824	snoRNA	0	false
124904825	LOC124904825	snoRNA	0	false
124904826	LOC124904826	snoRNA	0	false
124904827	LOC124904827	snoRNA	0	false
124904828	LOC124904828	snoRNA	0	false
124904829	LOC124904829	snoRNA	0	false
124904830	LOC124904830	snoRNA	0	false
124904831	LOC124904831	snoRNA	0	false
124904832	LOC124904832	snoRNA	0	false
124904833	LOC124904833	snoRNA	0	false
124904834	LOC124904834	snoRNA	0	false
124904835	LOC124904835	snoRNA	0	false
124904836	LOC124904836	snoRNA	0	false
124904837	LOC124904837	snoRNA	0	false
124904838	LOC124904838	snoRNA	0	false
124904839	LOC124904839	snoRNA	0	false
124904840	LOC124904840	snoRNA	0	false
124904841	LOC124904841	pseudo	0	false
124904842	LOC124904842	snoRNA	0	false
124904843	LOC124904843	snoRNA	0	false
124904844	LOC124904844	pseudo	0	false
124904845	LOC124904845	pseudo	0	false
124904846	LOC124904846	pseudo	0	false
124904847	LOC124904847	snoRNA	0	false
124904848	LOC124904848	snoRNA	0	false
124904849	LOC124904849	pseudo	0	false
124904850	LOC124904850	pseudo	0	false
124904851	LOC124904851	pseudo	0	false
124904852	LOC124904852	pseudo	0	false
124904853	LOC124904853	snoRNA	0	false
124904854	LOC124904854	ncRNA	0	false
124904855	LOC124904855	ncRNA	0	false
124904856	LOC124904856	ncRNA	0	false
124904857	LOC124904857	ncRNA	0	false
124904858	LOC124904858	ncRNA	0	false
124904859	LOC124904859	ncRNA	0	false
124904860	LOC124904860	ncRNA	0	false
124904861	LOC124904861	ncRNA	0	false
124904862	LOC124904862	ncRNA	0	false
124904863	LOC124904863	ncRNA	0	false
124904864	LOC124904864	ncRNA	0	false
124904865	LOC124904865	ncRNA	0	false
124904866	LOC124904866	ncRNA	0	false
124904867	LOC124904867	ncRNA	0	false
124904868	LOC124904868	ncRNA	0	false
124904869	LOC124904869	ncRNA	0	false
124904870	LOC124904870	ncRNA	0	false
124904871	LOC124904871	ncRNA	0	false
124904872	LOC124904872	ncRNA	0	false
124904873	LOC124904873	ncRNA	0	false
124904874	LOC124904874	ncRNA	0	false
124904875	LOC124904875	ncRNA	0	false
124904876	LOC124904876	ncRNA	0	false
124904877	LOC124904877	ncRNA	0	false
124904878	LOC124904878	ncRNA	0	false
124904879	LOC124904879	ncRNA	0	false
124904880	LOC124904880	ncRNA	0	false
124904881	LOC124904881	ncRNA	0	false
124904882	LOC124904882	ncRNA	0	false
124904883	LOC124904883	ncRNA	0	false
124904884	LOC124904884	ncRNA	0	false
124904885	LOC124904885	ncRNA	0	false
124904886	LOC124904886	ncRNA	0	false
124904887	LOC124904887	ncRNA	0	false
124904888	LOC124904888	ncRNA	0	false
124904889	LOC124904889	ncRNA	0	false
124904890	LOC124904890	ncRNA	0	false
124904891	LOC124904891	ncRNA	0	false
124904892	LOC124904892	ncRNA	0	false
124904893	LOC124904893	ncRNA	0	false
124904894	LOC124904894	ncRNA	0	false
124904895	LOC124904895	ncRNA	0	false
124904896	LOC124904896	ncRNA	0	false
